link,judul,konten,tanggal,portal,tag
https://jabar.tribunnews.com/2025/03/31/nasib-penumpang-pria-yang-viral-nekat-isap-vape-di-pesawat-garuda-setelah-2-kali-diperingatkan,Nasib Penumpang Pria yang Viral Nekat Isap Vape di Pesawat Garuda Setelah 2 Kali Diperingatkan,,2025-03-31 00:00:00,Tribunjabar.id,Lainnya
https://money.kompas.com/read/2025/03/30/131500226/viral-di-medsos-penumpang-isap-vape-di-pesawat-bos-garuda--tak-ada-toleransi,"Viral di Medsos Penumpang Isap Vape di Pesawat, Bos Garuda: Tak Ada Toleransi, Pelanggar Dikenakan Sanksi Tegas","JAKARTA, KOMPAS.com - PT Garuda Indonesia (Persero) Tbk atau GIAA buka suara sehubungan dengan informasi yang mengemuka di media sosial terkait penumpang yang kedapatan menggunakan rokok elektrik (vape) di dalam pesawat.
Terkait hal tersebut, maskapai penerbangan nasional Garuda Indonesia memastikan telah menindak secara tegas penumpang tersebut.
Dapat disampaikan bahwa kejadian tersebut terjadi pada rute penerbangan Jakarta-Medan (Kualanamu) GA 1904 yang terbang pada tanggal 27 Maret 2025.
Direktur Utama Garuda Indonesia Wamildan Tsani menuturkan, sebelumnya, awak pesawat telah melakukan prosedur yang berlaku terkait penanganan awal penumpang yang kedapatan menggunakan rokok elektrik.
""Prosedur tersebut berupa teguran (verbal warning) yang dilakukan sebanyak dua kali mengacu pada ketentuan disruptive passenger,"" kata dia dalam keterangan resmi, dikutip Minggu (30/3/2025).
Baca juga: Puncak Arus Mudik Lebaran, Garuda Indonesia Angkut 81.000 Penumpang
KOMPAS.com/ ELSA CATRIANA Direktur Utama Garuda Indonesia Wamildan Tsani Panjaitan. Direktur Utama Garuda Indonesia Wamildan Tsani Panjaitan.
Ia menceritakan, selanjutnya awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak stasiun dan aviation security di Bandara Internasional Kualanamu selaku pihak berwenang untuk penanganan keamanan dan keselamatan penerbangan agar dapat ditindaklanjuti sesuai aturan hukum baik nasional maupun internasional yang berlaku.
Adapun penumpang bersangkutan setibanya di Bandara Kualanamu langsung dijemput oleh Tim Avsec untuk pelaksanaan prosedur investigasi lebih lanjut.
Mengacu pada SE 12 DJPU 2024, penumpang diperkenankan membawa maksimal satu rokok elektrik yang diletakkan di saku baju dan celana, maupun bagasi kabin.
Adapun kriteria rokok elektrik yang dapat dibawa di antaranya adalah kondisi baterai rokok elektrik dalam keadaan terlepas atau kondisi off, cartridge wajib dilepas, kapasitas baterai maksimal 100wh, dan cairan isi ulang rokok elektrik yang dibawa maksimal 100ml dan dikemas dalam kantong plastik.
""Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, tetapi sesuai ketentuan, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat,"" imbuh dia.
Baca juga: Viral Video Penumpang Merokok di Toilet Kereta, Ini Penjelasan PT KAI
Wamildan menyebut, pihaknya menyesalkan adanya peristiwa tersebut.
Garuda Indonesia menegaskan bahwa perusahaan memiliki komitmen penuh dalam menjunjung tinggi aspek keselamatan, keamanan, dan kenyamanan penerbangan sesuai dengan regulasi penerbangan sipil yang berlaku.
""Merokok, termasuk penggunaan rokok elektrik atau vape, di dalam kabin pesawat merupakan pelanggaran serius terhadap aturan penerbangan yang berlaku baik secara nasional maupun internasional,"" ujar dia.
Oleh karena itu, Garuda Indonesia tidak mentoleransi tindakan tersebut dan akan mengambil langkah tegas sesuai prosedur yang berlaku.
Lebih lanjut, Garuda Indonesia juga terus meningkatkan pengawasan dan kesadaran kepada seluruh penumpang mengenai larangan penggunaan rokok elektrik selama penerbangan demi menjaga keselamatan dan kenyamanan bersama.
""Kami mengimbau seluruh penumpang untuk senantiasa mematuhi peraturan yang berlaku dan bekerja sama dalam menciptakan pengalaman penerbangan yang aman dan nyaman bagi semua pihak,"" tutup dia.
Baca juga: Merokok di Dalam Pesawat, Penumpang Lion Air Dinyatakan Buron",2025-03-30 00:00:00,Kompas.com,Hukum/Regulasi
https://finance.detik.com/berita-ekonomi-bisnis/d-7848460/viral-penumpang-isap-vape-di-pesawat-garuda-indonesia-buka-suara,"Viral Penumpang Isap Vape di Pesawat, Garuda Indonesia Buka Suara","PT Garuda Indonesia Tbk (GIAA) buka suara terkait video viral di media sosial yang menunjukkan salah satu penumpang business class kedapatan menggunakan rokok elektrik (vape) di dalam pesawat. Kejadian itu terjadi pada rute penerbangan Jakarta - Medan (Kualanamu) yang terbang pada 27 Maret 2025.
Direktur Utama Garuda Indonesia Wamildan Tsani mengatakan pihaknya telah mengambil tindakan tegas terhadap penumpang yang melanggar aturan tersebut.
""Sehubungan dengan informasi yang mengemuka di media sosial terkait penumpang yang kedapatan menggunakan rokok elektrik di dalam pesawat, maskapai penerbangan nasional Garuda Indonesia memastikan telah menindak secara tegas penumpang tersebut,"" kata Wamildan dalam keterangan tertulis, Minggu (30/3/2025).
SCROLL TO CONTINUE WITH CONTENT
Wamildan menjelaskan awak pesawat sebelumnya telah melakukan prosedur yang berlaku terkait penanganan awal penumpang yang kedapatan menggunakan rokok elektrik. Prosedur tersebut berupa teguran (verbal warning) yang dilakukan sebanyak dua kali, mengacu pada ketentuan disruptive passenger.
Selanjutnya, awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak station dan aviation security di Bandara Internasional Kualanamu selaku pihak berwenang untuk penanganan keamanan dan keselamatan penerbangan agar dapat ditindaklanjuti sesuai aturan hukum baik nasional maupun internasional yang berlaku.
ADVERTISEMENT
""Setibanya di Bandara Kualanamu, penumpang yang bersangkutan langsung dijemput oleh Tim Avsec untuk pelaksanaan prosedur investigasi lebih lanjut,"" bebernya.
Mengacu pada Surat Edaran (SE) Nomor 12 Direktorat Jenderal Perhubungan Udara (DJPU) Tahun 2024, penumpang memang diperkenankan membawa maksimal 1 rokok elektrik yang diletakan di saku baju dan celana, maupun bagasi kabin. Meski begitu, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat.
Adapun kriteria rokok elektrik yang dapat dibawa di antaranya adalah kondisi batere dalam keadaan terlepas (kondisi off ataupun cartridge wajib dilepas), kapasitas batere maksimal 100wh, cairan isi ulang rokok elektrik yang dibawa maksimal 100 ml dan dikemas dalam kantung plastik.
""Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, namun sesuai ketentuan, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat,"" tegas Wamildan.
Garuda Indonesia pun sangat menyesalkan adanya peristiwa tersebut. Merokok termasuk penggunaan rokok elektrik di dalam kabin pesawat merupakan pelanggaran serius terhadap aturan penerbangan yang berlaku baik secara nasional maupun internasional.
""Oleh karena itu, Garuda Indonesia tidak mentoleransi tindakan tersebut dan akan mengambil langkah tegas sesuai prosedur yang berlaku,"" tegasnya lagi.",2025-03-30 00:00:00,detikFinance,Lainnya
https://travel.detik.com/travel-news/d-7848413/penumpang-garuda-indonesia-santai-nge-vape-saat-penerbangan,Penumpang Garuda Indonesia Santai Nge-vape Saat Penerbangan,"Seorang penumpang Garuda Indonesia kedapatan mengisap vape saat di dalam pesawat. Garuda menegaskan telah mengambil langkah dalam menindak penumpang tersebut.
""Sehubungan dengan informasi yang mengemuka di media sosial terkait penumpang yang kedapatan menggunakan rokok elektrik di dalam pesawat, maskapai penerbangan nasional Garuda Indonesia memastikan telah menindak secara tegas penumpang tersebut,"" kata Direktur Utama (Dirut) Garuda Indonesia Wamildan Tsani dalam keterangan, Minggu (30/3/2025).
Wamildan menyampaikan kejadian itu terjadi dalam rute penerbangan Jakarta-Medan (Kualanamu) GA 1904 yang terbang pada 27 Maret 2025. Awak pesawat disebut telah menegur si penumpang nakal tersebut.
SCROLL TO CONTINUE WITH CONTENT
""Sebelumnya, awak pesawat telah melakukan prosedur yang berlaku terkait penanganan awal penumpang yang kedapatan menggunakan rokok elektrik. Prosedur tersebut berupa teguran (verbal warning) yang dilakukan sebanyak dua kali mengacu pada ketentuan disruptive passenger,"" katanya.
Wamildan menyebut petugas keamanan Avsec pun langsung menindaklanjuti informasi mengenai penumpang setiba di bandara tujuan. Penumpang kemudian dilakukan investigasi lebih lanjut.
ADVERTISEMENT
""Selanjutnya awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak station dan aviation security di Bandara Internasional Kualanamu selaku pihak berwenang untuk penanganan keamanan dan keselamatan penerbangan untuk dapat ditindaklanjuti sesuai aturan hukum baik nasional maupun internasional yang berlaku. Adapun penumpang bersangkutan setibanya di Bandara Kualanamu langsung dijemput oleh Tim Avsec untuk pelaksanaan prosedur investigasi lebih lanjut,"" kata dia.
""Mengacu pada SE 12 DJPU 2024, penumpang diperkenankan membawa maksimal 1 rokok elektrik yang diletakkan di saku baju dan celana, maupun bagasi kabin. Adapun kriteria rokok elektrik yang dapat dibawa di antaranya adalah kondisi baterai rokok elektrik dalam keadaan terlepas (kondisi off ataupun cartridge wajib dilepas), kapasitas baterai maksimal 100wh, dan cairan isi ulang rokok elektrik yang dibawa maksimal 100ml dan dikemas dalam kantung plastik. Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, namun sesuai ketentuan, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat,"" dia menambahkan.
Wamildan mengaku pihaknya menyesalkan adanya kejadian tersebut. Dia menegaskan merokok atau pun mengisap vape merupakan pelanggaran serius terhadap aturan penerbangan.
""Kami sangat menyesalkan adanya peristiwa tersebut. Garuda Indonesia menegaskan bahwa Perusahaan memiliki komitmen penuh dalam menjunjung tinggi aspek keselamatan, keamanan, dan kenyamanan penerbangan sesuai dengan regulasi penerbangan sipil yang berlaku,"" ujarnya.
""Merokok, termasuk penggunaan rokok elektrik atau vape, di dalam kabin pesawat merupakan pelanggaran serius terhadap aturan penerbangan yang berlaku baik secara nasional maupun internasional. Oleh karena itu, Garuda Indonesia tidak menoleransi tindakan tersebut dan akan mengambil langkah tegas sesuai prosedur yang berlaku,"" kata dia.
---",2025-03-30 00:00:00,detikTravel,Rute/Operasional
https://jateng.tribunnews.com/2025/03/30/nasib-penumpang-indonesia-yang-ngevape-di-pesawat-garuda-terancam-denda-rp-25-m,"Nasib Penumpang Indonesia yang Ngevape di Pesawat Garuda, Terancam Denda Rp 2,5 M",,2025-03-30 00:00:00,Tribunjateng.com,Hukum/Regulasi
https://www.detik.com/sumut/berita/d-7848868/penumpang-garuda-rute-jakarta-medan-kedapatan-nge-vape-di-pesawat,Penumpang Garuda Rute Jakarta-Medan Kedapatan Nge-vape di Pesawat,"Seorang penumpang pesawat Garuda rute Jakarta-Medan (Kualanamu) dengan nomor penerbangan GA 1904 kedapatan menghisap rokok elektronik di dalam pesawat. Penumpang itu kemudian ditindak setelah pesawat mendarat.
Direktur Utama (Dirut) Garuda Indonesia Wamildan Tsani membenarkan peristiwa itu. Menurutnya, aksi penumpang nakal tersebut pun viral di media social.
""Sehubungan dengan informasi yang mengemuka di media sosial terkait penumpang yang kedapatan menggunakan rokok elektrik di dalam pesawat, maskapai penerbangan nasional Garuda Indonesia memastikan telah menindak secara tegas penumpang tersebut,"" ujarnya dikutip detikNews Minggu (30/3/2025).
SCROLL TO CONTINUE WITH CONTENT
Wamildan menyampaikan kejadian itu terjadi pada 27 Maret 2025. Awak pesawat disebut telah menegur si penumpang nakal tersebut.
""Sebelumnya, awak pesawat telah melakukan prosedur yang berlaku terkait penanganan awal penumpang yang kedapatan menggunakan rokok elektrik. Prosedur tersebut berupa teguran (verbal warning) yang dilakukan sebanyak dua kali mengacu pada ketentuan disruptive passenger,"" katanya.
ADVERTISEMENT
Wamildan menyebut petugas keamanan Avsec pun langsung menindaklanjuti informasi mengenai penumpang setiba di bandara tujuan. Penumpang kemudian dilakukan investigasi lebih lanjut.
""Selanjutnya awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak station dan aviation security di Bandara Internasional Kualanamu selaku pihak berwenang untuk penanganan keamanan dan keselamatan penerbangan untuk dapat ditindaklanjuti sesuai aturan hukum baik nasional maupun internasional yang berlaku. Adapun penumpang bersangkutan setibanya di Bandara Kualanamu langsung dijemput oleh Tim Avsec untuk pelaksanaan prosedur investigasi lebih lanjut,"" kata dia.
""Mengacu pada SE 12 DJPU 2024, penumpang diperkenankan membawa maksimal 1 rokok elektrik yang diletakkan di saku baju dan celana, maupun bagasi kabin. Adapun kriteria rokok elektrik yang dapat dibawa di antaranya adalah kondisi baterai rokok elektrik dalam keadaan terlepas (kondisi off ataupun cartridge wajib dilepas), kapasitas baterai maksimal 100wh, dan cairan isi ulang rokok elektrik yang dibawa maksimal 100ml dan dikemas dalam kantung plastik. Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, namun sesuai ketentuan, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat,"" lanjutnya.",2025-03-30 00:00:00,Detikcom,Rute/Operasional
https://www.tribunnews.com/nasional/2025/03/30/fakta-fakta-seorang-penumpang-kelas-bisnis-merokok-di-kabin-pesawat-garuda-indonesia-tujuan-medan,Fakta-fakta Seorang Penumpang Kelas Bisnis Merokok di Kabin Pesawat Garuda Indonesia Tujuan Medan,,2025-03-30 00:00:00,Tribunnews.com,Lainnya
https://www.kompas.com/kalimantan-timur/read/2025/03/30/064752688/insiden-penumpang-merokok-di-kabin-pesawat-garuda-indonesia?page=all,"Insiden Penumpang Merokok di Kabin Pesawat, Garuda Indonesia Tindak Tegas","KOMPAS.com – Sebuah video yang merekam tindakan seorang penumpang pria yang merokok elektrik di dalam pesawat Garuda Indonesia telah viral di berbagai platform media sosial.
Video tersebut diunggah oleh akun Instagram @fakta pada Sabtu, 29 Maret 2025, dan menarik perhatian publik.
Dalam tayangan video, terlihat seorang pria botak yang secara sembunyi-sembunyi menggunakan rokok elektrik saat duduk di dalam pesawat.
Baca juga: AirAsia Perketat Penggunaan Power Bank di Pesawat, Ini 5 Hal yang Harus Diperhatikan
Setelah merokok, ia berusaha menyembunyikan alat tersebut di bawah bantal di depannya.
Menurut keterangan dari pengunggah, penumpang tersebut kedapatan merokok selama penerbangan yang berlangsung selama dua jam.
Meski telah ditegur oleh awak kabin, informasi mengenai waktu dan penerbangan spesifik tidak disampaikan oleh pengunggah.
Baca juga: Viral, Video Penumpang Merokok Elektrik di Dalam Pesawat, Garuda Indonesia Angkat Bicara
""Seorang penumpang business class Garuda Indonesia kedapatan merokok selama penerbangan dua jam sebelum ditegur kru kabin,"" kata pengunggah dalam video itu.
Hingga sore hari pada 29 Maret 2025, video ini telah mendapatkan lebih dari 12.000 likes dan ratusan komentar dari warganet.
Tanggapan Garuda Indonesia
Menanggapi viralnya video tersebut, Garuda Indonesia memberikan pernyataan resmi.
Direktur Utama PT Garuda Indonesia, Wamildan Tsani, mengonfirmasi bahwa insiden tersebut terjadi dalam penerbangan Garuda Indonesia GA 1904 yang terbang dari Jakarta (Soekarno-Hatta) menuju Medan (Kualanamu) pada Kamis, 27 Maret 2025.
Ia menyatakan penyesalan atas peristiwa tersebut dan memastikan bahwa tindakan tegas telah diambil terhadap penumpang yang bersangkutan.
""Garuda Indonesia berkomitmen penuh dalam menjaga keselamatan, keamanan, dan kenyamanan penerbangan sesuai dengan regulasi yang berlaku baik nasional maupun internasional,"" ungkapnya melalui keterangan resmi yang diterima oleh Kompas.com pada Sabtu, 29 Maret 2025.
Baca juga: Lonjakan Harga Tiket Pesawat di Manokwari Disebut Misteri
Wamildan menegaskan bahwa merokok, termasuk penggunaan rokok elektrik atau vape, di dalam kabin pesawat merupakan pelanggaran serius.
Oleh karena itu, Garuda Indonesia tidak akan mentoleransi tindakan semacam ini dan akan mengambil langkah tegas sesuai prosedur yang ada.
Maskapai juga terus meningkatkan pengawasan serta kesadaran di kalangan penumpang mengenai larangan merokok elektrik selama penerbangan demi keselamatan dan kenyamanan bersama.
""Kami mengimbau semua penumpang untuk mematuhi peraturan yang ada dan berkolaborasi dalam menciptakan pengalaman penerbangan yang aman dan nyaman bagi semua,"" tambah Wamildan.
Kronologi Insiden
Kronologi kejadian bermula ketika penumpang pria tersebut terdeteksi merokok elektrik di dalam pesawat dalam perjalanan dari Jakarta.
Awak pesawat segera menjalankan prosedur yang berlaku untuk menangani penumpang yang melakukan pelanggaran ini.
""Prosedur tersebut mencakup teguran verbal yang dilakukan sebanyak dua kali sesuai ketentuan penumpang yang mengganggu (disruptive passenger),"" jelas Wamildan.
Selanjutnya, awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak stasiun dan keamanan penerbangan (aviation security) di Bandara Internasional Kualanamu.
Tindakan ini dilakukan agar insiden tersebut dapat ditindaklanjuti sesuai dengan hukum yang berlaku.
Setibanya di Bandara Kualanamu, penumpang tersebut langsung dijemput oleh tim avsec untuk investigasi lebih lanjut.
Aturan Mengenai Rokok Elektrik di Pesawat
Aturan mengenai penggunaan rokok elektrik di pesawat tercantum dalam Surat Edaran Direktur Jenderal Perhubungan Udara (DJPU) Nomor 12 Tahun 2024.
Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, penumpang dilarang untuk menggunakannya selama penerbangan.
Wamildan menekankan beberapa ketentuan sebagai berikut:
- Penumpang hanya diperbolehkan membawa satu rokok elektrik dalam penerbangan.
- Rokok elektrik harus disimpan di dalam bagasi kabin, saku baju, atau saku celana.
- Kapasitas baterai litium pada rokok elektrik maksimal 100 Wh.
- Rokok elektrik harus dalam keadaan mati atau cartridge harus dilepas.
- Cairan isi ulang untuk rokok elektrik yang dibawa maksimal 100 ml dan harus dikemas dalam kantong plastik.
Sumber: Viral, Video Penumpang Merokok Elektrik di Dalam Pesawat, Garuda Indonesia Angkat Bicara",2025-03-30 00:00:00,Kompas.com,Rute/Operasional
https://www.suara.com/bisnis/2025/03/30/141132/penumpang-merokok-di-pesawat-garuda-indonesia-terancam-dilarang-terbang-seumur-hidup,Penumpang Merokok di Pesawat Garuda Indonesia Terancam Dilarang 'Terbang' Seumur Hidup,"Penumpang Merokok di Pesawat Garuda Indonesia Terancam Dilarang 'Terbang' Seumur Hidup
Suara.com - Komisi Nasional Pengendalian Tembakau (Komnas PT) mendesak manajemen Garuda Indonesia untuk memberikan sanksi tegas terhadap penumpang yang kedapatan menggunakan rokok elektrik (vape) selama penerbangan. Organisasi ini menyarankan agar pelaku dimasukkan dalam daftar hitam maskapai.
Tulus Abadi, Ketua Bidang Hukum dan Advokasi Komnas PT, menegaskan bahwa pihak maskapai seharusnya memberikan sanksi berat terhadap pelanggaran semacam ini. ""Maskapai harus bertindak tegas dengan memasukkan penumpang tersebut dalam daftar hitam Garuda Indonesia, mengingat tindakannya telah membahayakan keselamatan penerbangan dan mengganggu kenyamanan penumpang lain. Bahkan sepatutnya penumpang itu diturunkan di bandara terdekat,"" ujar Tulus di Jakarta pada Sabtu (30/3).
Menurut Tulus, aksi merokok elektronik di pesawat merupakan pelanggaran berat terhadap regulasi penerbangan. Ia menekankan bahwa pesawat udara merupakan kawasan bebas rokok, termasuk untuk produk tembakau elektronik. ""Pramugari telah beberapa kali memberikan peringatan bahwa segala bentuk merokok - baik konvensional maupun elektronik - dilarang keras selama penerbangan,"" jelasnya.
Komnas PT juga mendorong agar kru Garuda Indonesia meningkatkan pengawasan dan sosialisasi aturan ini. ""Kami berharap awak kabin bisa lebih intens mengingatkan semua penumpang tentang larangan merokok, baik saat proses boarding maupun sebelum lepas landas,"" tambah Tulus. Ia menegaskan pentingnya kepatuhan semua penumpang terhadap aturan penerbangan untuk menjamin keamanan, keselamatan, dan kenyamanan bersama.
Insiden ini bermula dari video viral di media sosial yang memperlihatkan seorang penumpang pria diam-diam menggunakan rokok elektrik di dalam pesawat Garuda Indonesia. Dalam rekaman tersebut, terlihat pria itu menyembunyikan alat vape-nya di bawah bantal setelah menggunakannya.
Menanggapi hal ini, Direktur Utama Garuda Indonesia, Wamildan Tsani, mengkonfirmasi bahwa kejadian tersebut terjadi pada penerbangan GA 1904 rute Jakarta-Medan tanggal 27 Maret. ""Penumpang tersebut telah menerima dua kali teguran verbal dari awak kabin. Setiba di Bandara Kualanamu, petugas keamanan penerbangan langsung menjemputnya untuk proses investigasi lebih lanjut,"" jelas Wamildan.
Untuk diketahui, larangan merokok di pesawat udara di Indonesia diatur dalam beberapa peraturan berikut:
UU No. 1 Tahun 2009 tentang Penerbangan
Pasal 59 ayat (1) menyatakan bahwa setiap orang dilarang merokok di pesawat udara selama penerbangan. Larangan ini mencakup rokok konvensional, elektrik (vape), dan produk tembakau lainnya.
Pasal 59 ayat (1) menyatakan bahwa setiap orang dilarang merokok di pesawat udara selama penerbangan. Larangan ini mencakup rokok konvensional, elektrik (vape), dan produk tembakau lainnya. Peraturan Menteri Perhubungan No. PM 25 Tahun 2021
Aturan ini mempertegas larangan merokok di pesawat dan menetapkan pesawat sebagai Kawasan Tanpa Rokok (KTR).
Pasal 48: Awak kabin wajib mencegah penumpang merokok di pesawat.
Pasal 49: Penumpang yang melanggar dapat dikenai sanksi administratif dan pidana.
Konvensi Internasional ICAO (Annex 2)
Indonesia sebagai anggota ICAO wajib menerapkan larangan merokok di pesawat untuk keselamatan penerbangan.
Sanksi Merokok di Pesawat
Baca Juga: Puncak Arus Mudik, Penumpang Bus Naik Hampir 100 Persen
Sanksi Administratif (Maskapai):
Teguran lisan/tertulis dari awak kabin.
Dimasukkan dalam daftar hitam (blacklist) maskapai.
Penurunan paksa di bandara terdekat (jika terjadi dalam penerbangan).
Sanksi Pidana (UU Penerbangan):
Pasal 59 ayat (2) UU No. 1/2009: Pelaku dapat dipidana penjara maksimal 3 bulan atau denda hingga Rp50 juta.
Jika menyebabkan gangguan operasional (misal: alarm kebakaran), sanksi lebih berat berdasarkan Pasal 479 KUHP.
Sanksi Tambahan: Garuda Indonesia, Lion Air, dan maskapai lain umumnya memberlakukan sanksi pembatalan tiket tanpa refund dan larangan terbang sementara/permanen.
Kasus ini kembali mengingatkan publik tentang pentingnya mematuhi aturan keselamatan penerbangan, termasuk larangan mutlak segala bentuk aktivitas merokok selama penerbangan. Garuda Indonesia dan otoritas penerbangan diharapkan dapat menindak tegas pelanggaran semacam ini demi menjaga standar keselamatan penerbangan nasional.",2025-03-30 00:00:00,Suara.com,Lainnya
https://rm.id/baca-berita/ekonomi-bisnis/260519/penumpang-hisap-vape-di-pesawat-garuda-ambil-tindakan-tegas,"Penumpang Hisap Vape di Pesawat, Garuda Ambil Tindakan Tegas",,2025-03-30 00:00:00,RM.ID,Lainnya
https://www.cnbcindonesia.com/market/20250330130322-17-622883/penumpang-pesawat-rute-jakarta-medan-merokok-vape-garuda-buka-suara,"Penumpang Pesawat Rute Jakarta-Medan Merokok Vape, Garuda Buka Suara","Jakarta, CNBC Indonesia - PT Garuda Indonesia (Persero) Tbk. (GIAA) buka suara terkait penumpang yang kedapatan menggunakan rokok elektrik di dalam pesawat yang sempat viral di sosial media. Disebutkan bahwa kejadian tersebut terjadi pada rute penerbangan Jakarta - Medan (Kualanamu) GA 1904 yang terbang pada tanggal 27 Maret 2025.
Direktur Utama Garuda Indonesia Wamildan Tsani mengatakan, sebelumnya, awak pesawat telah melakukan prosedur yang berlaku terkait penanganan awal penumpang yang kedapatan menggunakan rokok elektrik.
""Prosedur tersebut berupa teguran (verbal warning) yang dilakukan sebanyak dua kali mengacu pada ketentuan disruptive passenger,"" ujarnya dalam keterangan resminya, dikutip Minggu (30/3).
Selanjutnya awak pesawat berkoordinasi dengan Pilot in Command (PIC) untuk menghubungi pihak station dan aviation security di Bandara Internasional Kualanamu selaku pihak berwenang untuk penanganan keamanan dan keselamatan penerbangan untuk dapat ditindaklanjuti sesuai aturan hukum baik nasional maupun internasional yang berlaku.
""Adapun penumpang bersangkutan setibanya di Bandara Kualanamu langsung dijemput oleh Tim Avsec untuk pelaksanaan prosedur investigasi lebih lanjut,"" ungkapnya.
Mengacu pada SE 12 DJPU 2024, penumpang diperkenankan membawa maksimal 1 rokok elektrik yang diletakan di saku baju dan celana, maupun bagasi kabin.
Adapun kriteria rokok elektrik yang dapat dibawa diantaranya adalah kondisi batere rokok elektrik dalam keadaan terlepas (kondisi off ataupun cartridge wajib dilepas), kapasitas batere maksimal 100wh, dan cairan isi ulang rokok elektrik yang dibawa maksimal 100ml dan dikemas dalam kantung plastik.
""Meskipun rokok elektrik diperbolehkan untuk dibawa ke dalam pesawat, namun sesuai ketentuan, penumpang tetap tidak diperkenankan untuk menggunakan rokok elektrik di pesawat,"" tegasnya.
Manajemen menegaskan bahwa Perusahaan memiliki komitmen penuh dalam menjunjung tinggi aspek keselamatan, keamanan, dan kenyamanan penerbangan sesuai dengan regulasi penerbangan sipil yang berlaku. ""Kami sangat menyesalkan adanya peristiwa tersebut,"" imbuhnya.
Menurutnya, merokok, termasuk penggunaan rokok elektrik atau vape, di dalam kabin pesawat merupakan pelanggaran serius terhadap aturan penerbangan yang berlaku baik secara nasional maupun internasional. ""Oleh karena itu, Garuda Indonesia tidak mentoleransi tindakan tersebut dan akan mengambil langkah tegas sesuai prosedur yang berlaku,"" sebutnya.
Ia menambahkan, manajemen juga terus meningkatkan pengawasan dan awareness kepada seluruh penumpang mengenai larangan penggunaan rokok elektrik selama penerbangan demi menjaga keselamatan dan kenyamanan bersama.
""Kami mengimbau seluruh penumpang untuk senantiasa mematuhi peraturan yang berlaku dan bekerja sama dalam menciptakan pengalaman penerbangan yang aman dan nyaman bagi semua pihak,"" pungkasnya.",2025-03-30 00:00:00,CNBC Indonesia,Rute/Operasional
